gene_name	C1	C2	C3	M1	M2	M3	FatBodyHet_1	FatBodyHet_2	FatBodyHet_3	FatBodyMut_1	FatBodyMut_2	FatBodyMut_3
CG34105	0	0	0	1	0	0	0	0	0	0	0	0
CG12491	0	0	1	1	0	0	0	0	0	0	0	0
CG11300	9840	12276	9540	14116	21725	12105	270	143	83	50	278	2914
CG5532	274	318	314	380	486	361	297	343	282	292	337	407
sona	233	234	172	120	358	244	0	0	14	0	0	0
CG15800	0	1	0	0	0	0	0	0	0	0	0	0
CG30177	0	0	0	0	1	1	0	0	0	0	0	0
CG13561	0	3	0	3	3	4	0	1	0	0	0	0
CG5539	0	0	0	1	0	0	0	0	0	0	0	0
Ssrp	759	797	707	678	1351	969	779	831	827	835	1137	1081
CG5543	105	113	104	147	179	154	106	120	84	112	95	117
Nxt1	253	266	212	281	400	304	277	358	221	258	412	345
asRNA:CR44807	1	3	6	10	8	5	3	3	4	0	0	5
CG4797	197	182	179	284	431	274	15	22	27	398	429	669
GlyT	15	13	26	18	32	27	0	0	0	3	6	4
CG4763	0	0	0	0	0	0	0	0	0	0	0	0
snoRNA:Psi18S-176	0	2	1	1	3	2	0	2	2	1	4	2
lncRNA:CR44805	0	0	0	0	0	0	0	0	0	0	0	0
CG46398	0	0	0	0	0	0	0	0	0	0	0	0
shu	25	17	32	27	57	20	0	5	49	42	0	14
Snap29	304	304	286	262	410	271	242	270	243	183	321	258
CG5554	1354	1356	1335	1265	2480	1529	988	990	806	889	1201	1379
ytr	757	882	742	626	1216	808	529	521	513	591	524	529
eIF6	696	923	714	879	1339	1014	1507	1610	1250	1331	2309	1932
asRNA:CR45928	8	7	4	1	8	9	6	5	5	9	15	8
gbb	260	270	243	242	405	269	196	218	177	251	266	313
bgcn	7	7	15	7	37	10	3	4	36	42	7	11
Pym	100	111	111	105	193	152	163	151	143	99	165	158
TBPH	420	428	423	381	652	418	285	240	244	301	250	316
Cpes	362	408	314	491	659	407	276	310	261	395	670	619
CG5569	271	265	287	351	505	354	429	470	278	477	496	609
Mtpbeta	2409	2559	2428	2702	3954	2637	3732	3283	2844	2376	2639	2504
ken	317	384	249	111	240	180	11	15	16	16	17	11
TM4SF	83	124	92	119	177	133	0	3	20	11	0	0
CG4882	899	885	922	1135	1830	1207	1409	1322	1030	1451	1569	1784
PHDP	0	1	0	0	4	1	0	0	0	0	0	0
CG5597	421	326	343	651	879	706	0	0	0	0	3	2
DCP1	211	180	166	220	327	201	188	177	157	199	201	228
DNAlig1	159	215	176	206	347	238	147	174	167	189	252	213
Upf3	122	165	146	147	294	212	140	182	131	159	203	204
CG17658	0	2	4	2	7	3	0	0	2	0	0	1
CG5339	251	286	293	336	470	310	325	368	355	191	219	277
Lpt	161	169	170	157	298	205	117	116	116	101	123	162
CG13562	44	37	45	25	40	23	0	0	0	3	0	0
Nap1	4203	4792	4443	5213	8280	6331	7779	8893	7885	5813	6880	7305
asRNA:CR45926	7	5	32	26	22	10	37	21	21	60	44	67
kcc	2412	2334	2500	2619	4927	2940	121	83	178	168	144	237
asRNA:CR44806	5	12	0	10	20	4	2	3	6	15	16	8
SERCA	25066	22500	24196	25130	41854	31899	6006	5921	5732	5763	5912	5935
CG2812	100	120	111	100	134	89	5	4	4	2	11	8
CG3735	191	217	160	159	301	230	264	269	258	178	229	236
Taldo	6156	6225	6744	2257	3262	2186	21145	19354	15252	4286	5949	6193
Galphas	1088	1072	1104	911	1727	1132	658	595	546	542	670	721
Orcokinin	52	55	58	61	84	44	0	0	0	4	7	12
Stoml2	687	774	777	805	1182	849	911	1088	797	828	1248	1315
fzr2	4	7	8	2	19	16	2	3	1	11	15	14
CG3803	372	361	322	382	681	392	382	402	315	375	527	450
thoc5	246	213	214	218	411	251	189	228	187	226	202	256
CG16787	257	282	306	302	476	358	377	442	279	412	442	596
alpha-Catr	33	36	37	36	58	35	0	0	0	0	3	0
CG13566	5	2	13	5	15	10	8	4	9	9	2	6
Fmo-1	354	370	323	541	816	516	1141	1109	1062	1636	1442	1996
Alas	713	809	684	901	1275	858	670	720	592	1381	1877	2177
CG34213	48	41	38	72	125	45	53	60	26	46	80	95
or	182	169	217	193	266	185	235	211	200	191	255	274
CG10904	78	83	78	106	146	94	57	57	41	55	97	80
CG3065	180	182	177	199	350	213	99	96	82	106	93	111
mr	175	172	208	194	309	237	152	154	164	135	126	162
PPP1R15	455	413	476	499	854	508	383	334	363	551	694	729
Sox14	81	68	78	78	95	58	20	10	49	132	86	85
Phm	521	549	513	547	835	551	500	468	539	481	453	501
CG30178	0	0	0	0	0	0	0	0	0	0	0	0
Pask	10	6	3	6	15	15	0	0	1	0	4	0
CG3860	1142	1114	1122	1086	1936	1276	1808	1602	1611	1874	2073	2351
mir-1009	0	0	0	0	0	0	0	0	0	0	0	0
Unc-89	4700	3909	4865	3648	8582	6737	1	7	20	4	8	8
CG4324	121	110	107	62	80	51	0	1	2	6	0	0
CG3121	1	2	7	0	3	3	0	0	0	0	0	0
CG3907	513	523	518	570	874	543	418	367	372	324	390	403
Xxylt	100	96	101	135	197	89	29	63	49	36	39	52
asRNA:CR45350	2	4	11	12	10	6	8	12	11	22	21	41
Adk2	4341	4389	4592	4476	7163	4816	8435	8677	6575	5084	5468	6351
EbpIII	457	422	402	457	432	401	8	13	6	9	0	4
HSPC300	113	109	111	115	191	122	53	61	50	59	79	78
CG3163	68	87	79	71	164	104	44	36	57	40	70	64
CG30172	31	45	38	54	78	40	2	9	10	1	3	2
Chi	301	287	284	286	517	365	244	296	221	199	246	280
MAN1	216	222	209	219	346	240	223	199	212	193	200	265
Not11	142	154	125	172	224	168	112	128	141	154	133	173
IntS1	337	353	337	309	559	390	281	285	341	253	291	324
tsr	9198	8880	10232	10564	16098	10478	3166	2760	2882	2464	3278	3720
gammaSnap1	207	197	189	225	360	253	104	100	102	154	150	202
sei	36	26	26	19	51	38	9	12	28	25	22	24
ppk29	15	11	7	6	15	12	8	5	3	4	1	11
CG13563	0	1	1	0	0	0	0	0	0	0	0	0
eEF5	17066	17284	17663	19079	28917	19915	22450	22763	22373	19588	20425	24326
lncRNA:CR44814	1	0	0	0	3	0	0	0	0	0	0	0
RpL12	14965	14533	15902	20957	28855	20261	20358	21581	17077	21267	23121	24992
RpL39	9747	9944	11336	14337	19330	13568	13803	13082	12836	12802	15357	15986
Rap2l	291	337	368	344	511	353	206	244	236	208	249	235
yki	185	199	218	253	363	224	79	75	64	58	87	128
Gpat4	2234	2052	2100	2121	3230	2085	877	954	995	902	992	1086
Mlp60A	10565	8664	10670	11914	16926	12893	18	10	29	3	18	19
CG10339	15	10	9	11	13	10	0	0	0	0	0	0
CG13564	0	0	0	0	0	0	0	0	0	0	0	0
CG16786	561	677	686	288	613	276	3	6	9	0	3	6
snama	358	412	394	274	639	444	309	274	346	232	302	354
gek	562	573	658	394	997	632	399	332	424	429	570	591
enok	393	477	362	242	751	487	240	252	274	262	249	287
CG4049	165	149	183	109	271	189	57	51	125	73	71	72
CG3253	19	10	11	15	18	12	0	0	7	6	0	0
CG3257	34	40	31	22	46	38	0	1	0	0	0	2
CG43777	0	0	0	0	0	0	0	0	0	0	0	0
CG43775	0	0	0	0	0	0	0	0	0	0	0	0
CG43776	0	0	0	0	0	0	0	0	0	0	0	0
tamo	323	342	316	275	549	364	76	134	108	136	96	156
Zfrp8	155	126	145	175	272	203	177	188	129	167	171	219
Naa35	431	477	447	476	760	551	633	608	528	505	517	704
lncRNA:CR44826	4	3	5	4	9	10	10	19	25	7	5	8
AANAT1	1310	1151	1322	2031	2560	1766	281	294	281	156	190	213
CG42568	0	0	0	0	0	0	0	0	0	0	0	0
DnaJ-60	0	0	0	0	0	0	0	0	0	0	0	0
spag	176	168	196	198	302	209	116	135	124	129	144	144
CG3328	902	794	988	1032	1657	1122	9	9	21	3	13	21
mRpS17	416	487	444	533	774	479	622	618	365	526	599	650
Nop60B	3040	3921	3138	3135	5183	4881	7445	7772	6442	3891	4773	5528
snoRNA:Psi18S-1820	0	2	5	4	2	2	7	4	3	4	1	6
snoRNA:Me28S-G1083a	0	0	0	0	0	0	0	0	0	0	0	0
snoRNA:Me28S-G1083b	0	0	0	0	0	0	0	0	0	0	0	0
snoRNA:Me28S-G1083c	0	0	0	0	0	0	0	0	0	0	0	0
snoRNA:Me28S-G1083d	0	0	0	0	0	0	0	0	0	0	0	0
snoRNA:Or-CD9a	0	0	0	0	0	0	0	0	0	0	0	0
snoRNA:Or-CD9b	0	0	0	0	0	0	0	0	0	0	0	0
ocm	206	211	179	155	417	317	212	182	239	179	159	145
cN-IIIB	371	340	367	382	725	405	178	251	224	299	328	364
CG3356	593	552	546	551	1062	655	678	665	606	841	1037	1124
CG11406	0	1	1	0	0	0	0	0	0	0	0	0
CG30419	34	46	25	30	68	34	0	0	0	0	0	0
lncRNA:CR44827	0	0	0	0	0	0	0	0	0	0	0	0
nord	19	21	18	35	32	30	0	4	25	4	1	5
Ir60a	0	0	0	0	0	0	0	0	0	0	0	1
snoRNA:Me18S-A1597	0	0	0	0	0	0	0	0	0	0	0	0
CG13575	1	2	1	12	15	4	9	4	6	43	34	56
CG3376	545	612	615	501	815	483	705	860	1126	1674	1326	1798
CG13577	22	16	20	29	29	15	1	0	51	0	0	1
nvy	53	53	51	33	100	55	0	1	1	0	0	8
Fatp3	406	431	587	854	1140	634	284	296	373	65	71	87
mir-4985	1	1	3	2	0	8	1	2	4	0	0	0
betaTub60D	440	415	375	457	724	456	4	28	116	32	0	16
lncRNA:CR44810	4	5	0	1	0	1	0	0	0	0	0	0
slbo	187	309	50	17	35	7	0	0	0	0	0	0
lncRNA:CR44282	0	0	0	0	0	0	0	0	0	0	0	0
bs	228	238	256	220	368	297	116	85	104	70	118	81
CG44812	0	2	0	0	0	0	0	1	0	0	0	0
lncRNA:CR44811	34	35	34	47	67	54	0	1	2	0	0	2
tRNA:Asn-GTT-1-9	0	0	0	0	0	0	0	0	0	0	0	0
CG13578	4	8	4	10	9	7	0	0	0	0	0	0
mAChR-A	40	58	36	24	93	47	0	0	0	0	1	0
lncRNA:CR44813	0	0	0	0	0	0	0	0	0	0	0	0
Slik	1570	1589	1584	979	2366	1454	747	612	963	614	582	668
Rpn8	1166	1270	1273	1211	2076	1471	1239	1270	1081	1439	1584	1945
SerT	19	47	23	31	35	28	0	0	0	0	0	2
CG45069	0	0	0	0	0	0	0	0	0	0	0	0
PIG-Z	0	0	0	0	0	0	0	0	0	0	0	0
prom	6	1	0	2	1	3	0	0	0	1	0	0
CG42383	0	0	0	0	0	0	0	0	0	0	0	0
CG15873	0	0	0	0	0	0	0	0	0	0	0	0
Pgam5-2	0	0	0	0	0	0	0	0	0	0	0	0
CG3483	0	0	0	0	0	0	0	0	0	0	0	0
CG4563	1531	1723	1637	2204	3681	2057	5	3	1	4	6	8
CG13579	5	6	7	6	12	8	0	0	0	0	1	0
CG3492	4	0	0	0	0	0	0	0	0	0	0	0
CG3494	0	0	0	0	0	0	0	0	0	0	0	0
CG16837	0	0	0	0	0	0	0	0	0	0	0	0
CG13589	0	0	0	0	0	1	0	0	0	0	0	0
CG13590	0	1	0	0	0	0	0	0	0	0	0	0
Crtp	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:Yu	0	0	0	0	0	0	0	0	0	0	0	0
Ssl	0	0	1	2	1	3	0	0	2	0	0	0
Prosalpha4T2	0	0	0	0	0	2	0	0	0	0	0	0
CG13581	0	0	0	0	0	0	0	0	0	0	0	0
Letm1	2064	1930	2010	1926	3601	2486	1898	1997	1652	2741	3387	3369
Ir60b	2	0	0	0	0	1	0	0	0	0	0	0
Ir60c	0	0	0	0	0	2	0	0	0	0	0	0
Ir60d	0	0	0	0	1	0	0	0	0	0	0	0
Ir60f	0	0	0	0	0	0	0	0	0	0	0	0
CG4612	516	559	479	344	694	430	91	101	91	91	105	105
Brca2	91	102	106	110	176	118	99	96	89	85	67	85
Ir60e	0	0	0	0	0	0	0	0	0	0	0	0
CG13585	510	475	499	594	766	438	521	447	534	561	507	461
CG4622	132	135	124	149	252	166	141	128	131	101	141	166
CG11413	28	44	29	73	130	143	1	0	2	3	12	8
ITP	177	208	200	184	292	215	2	10	10	34	11	11
Nurf-38	4696	4984	5010	5324	8424	5340	9690	10777	8010	8227	10501	10418
CG11414	579	601	590	544	970	648	656	633	650	617	704	821
uri	233	227	253	187	374	269	278	293	253	199	230	285
Fcp1	187	200	197	195	384	252	225	215	223	186	199	200
CG3511	164	215	185	207	314	266	192	200	165	197	206	297
Start1	376	432	407	378	724	385	143	133	202	178	217	241
SIFa	15	5	8	3	15	9	0	0	0	0	0	0
CG4681	1	0	0	0	0	0	0	0	0	0	0	0
pio	1119	1246	1330	1051	1988	1456	6	7	15	0	21	10
CG13587	0	0	0	0	0	0	0	0	0	0	0	0
ATPsynF	3822	4161	3453	4923	7111	4947	6049	6931	4268	5791	7515	7889
CG3548	91	86	88	73	139	102	27	26	15	11	14	28
CG3565	0	0	0	0	0	0	0	0	0	0	0	0
Samtor	73	66	70	105	182	125	78	103	77	87	95	116
CG4707	86	78	68	72	138	87	81	53	64	54	57	73
CG42360	179	173	162	95	242	158	120	149	175	110	150	182
CG42361	45	39	24	31	48	38	3	8	7	3	7	5
CG4741	238	212	244	340	498	294	0	1	0	1	0	4
Adck	423	453	410	375	521	387	649	681	484	655	1006	989
CG13594	25	39	27	20	37	23	6	4	11	2	0	3
snoRNA:Me18S-G393	0	0	0	0	0	0	0	0	0	0	0	0
asRNA:CR43787	0	1	1	1	0	1	1	1	0	1	1	6
Cyp9c1	1062	1105	1144	1727	2410	1662	913	1165	794	1419	1778	1638
CG3640	1	0	0	0	0	0	0	0	0	0	0	0
CG4781	458	401	407	421	727	429	0	0	0	0	0	0
CG3663	534	473	554	659	940	591	649	630	606	585	770	791
Cpr60D	228	190	374	314	409	468	0	3	1	0	3	5
CG30161	0	0	0	1	1	1	0	0	0	0	0	0
ND-19	1502	1368	1384	1893	2754	1850	1794	1868	1393	1846	2420	2339
CG34214	0	1	3	0	5	3	2	3	0	0	0	3
CG4806	516	567	515	423	846	719	799	895	731	649	789	847
CG33228	217	246	249	330	466	272	326	345	205	307	283	391
Pof	137	151	126	141	249	167	120	111	123	109	120	152
Mmp1	501	446	429	458	751	490	29	29	16	18	58	37
SiaT	11	17	10	18	28	15	0	0	0	0	0	0
Mid1	68	164	104	70	188	143	0	1	0	1	1	0
lncRNA:CR44828	1	1	2	1	0	0	0	0	0	0	0	0
Usp15-31	362	372	379	277	661	389	187	176	175	277	315	350
spz6	538	472	744	294	315	153	0	1	4	0	0	0
CG3880	19	7	31	6	18	10	0	0	0	0	0	0
CG12848	368	440	424	493	795	497	696	778	571	555	689	768
CG3894	120	126	116	161	236	153	116	125	123	141	182	191
GstE12	1954	1959	2006	2870	3775	2388	3032	3343	2919	2140	2366	2608
Eps-15	774	830	767	816	1391	865	535	474	615	491	629	635
egg	307	280	295	264	490	317	200	209	240	222	210	242
asRNA:CR44067	0	2	2	0	0	0	0	1	1	0	0	0
Lcp9	0	2	2	2	2	1	0	0	0	0	0	0
CG3594	191	269	212	220	399	337	371	487	417	287	375	421
TyrRS-m	435	408	349	426	666	459	514	556	478	468	585	708
CG3589	207	142	154	195	293	148	148	172	158	151	136	184
key	248	283	274	304	509	304	202	138	153	113	199	198
Reg-5	435	602	432	292	411	291	121	151	143	164	204	194
asRNA:CR43257	6	2	3	6	8	4	1	0	4	7	0	2
ETH	83	115	78	73	159	79	2	5	5	21	1	5
Orc4	96	103	115	115	200	114	83	67	60	155	119	113
CG12849	0	0	0	0	0	0	0	0	0	0	0	0
CG3611	0	0	0	0	0	0	0	0	0	0	0	0
CG42851	0	0	0	0	0	0	0	0	0	0	0	0
Dll	16	43	19	18	28	27	0	0	0	0	0	0
CG3650	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44829	0	0	0	0	0	0	0	0	0	0	0	0
Atf-2	54	89	58	59	99	52	46	65	27	29	41	55
CG16896	109	93	109	94	205	104	52	73	75	73	71	88
CG30423	471	456	408	642	759	523	344	299	331	354	397	426
CG44247	77	110	62	71	148	77	0	4	5	2	0	4
asRNA:CR43466	0	0	0	0	0	1	0	0	0	0	3	0
NKAIN	956	989	891	832	1667	1114	716	702	729	928	671	956
Ance-5	312	327	255	289	409	364	547	524	498	519	247	210
NaCP60E	172	221	163	93	345	227	40	41	63	44	41	50
Tpc2	8	12	7	8	12	15	3	10	6	6	13	21
CG9083	987	1682	152	3	9	5	2	0	10	6	20	30
RpL41	27030	29063	28669	35794	48070	33684	45244	45508	40303	36332	51763	56203
pain	231	251	258	190	440	274	1	17	34	36	6	12
CG30427	339	380	208	156	333	187	0	0	1	0	0	1
CG3760	1899	2020	1863	1865	3327	2407	2598	2805	1874	1819	2185	2445
CG2811	264	249	263	332	531	320	137	140	62	157	260	201
Tina-1	3191	3263	3108	3664	5865	4187	5207	5883	3630	2625	1926	2740
CG15861	32	28	18	40	51	38	29	31	31	48	20	40
CG3770	52	43	51	55	75	38	13	28	23	9	13	14
CG2790	207	203	197	173	383	258	140	187	191	183	245	223
CG12851	18	40	28	25	54	39	0	3	7	13	3	0
lncRNA:CR44830	6	2	6	2	9	10	1	0	2	0	0	0
CG2765	1226	1031	1121	1619	2973	1738	672	566	500	2619	2351	3008
CG30424	98	74	111	145	175	83	74	73	79	116	142	144
RpL19	18000	18352	17828	22546	33393	23432	24652	27018	20653	25790	26982	29776
CG3776	582	650	564	690	1100	713	756	682	693	667	755	911
Phk-3	2209	2212	2180	2376	3774	2442	57	60	94	145	97	56
CG2736	1183	1308	1113	1045	1525	1029	4927	4582	6214	3613	2806	2765
lncRNA:CR45252	0	0	0	0	1	3	0	0	0	5	0	1
emp	519	607	496	314	620	449	57	61	49	43	43	41
CG3829	854	1048	951	737	1192	902	3784	3339	2719	1876	1833	1802
zip	3380	3867	3790	2548	5609	3557	935	806	1265	1031	1101	1205
uzip	422	427	463	457	858	587	17	17	30	31	19	28
Nplp1	125	172	144	178	270	206	4	0	1	6	0	2
gsb-n	13	17	12	17	29	13	0	0	0	0	0	0
gsb	8	12	3	8	15	14	0	0	0	0	0	0
gol	37	48	39	28	69	60	1	2	0	0	0	0
tRNA:Ala-CGC-1-1	0	0	0	0	0	0	0	0	0	0	0	0
tRNA:Ala-CGC-1-2	0	0	0	0	0	0	0	0	0	0	0	0
tRNA:Ala-CGC-1-3	0	0	0	0	0	0	0	0	0	0	0	0
lov	23	41	37	30	41	32	0	5	5	2	2	0
CG30430	0	0	0	0	0	0	0	0	0	0	0	0
CG43106	0	0	0	0	0	0	0	0	0	0	0	0
CG34038	103	92	89	59	111	58	0	0	1	0	2	0
Sfp60F	0	0	0	0	0	0	0	0	0	0	0	0
EbpII	0	0	0	0	0	0	0	0	0	0	0	0
Ebp	0	0	1	2	0	2	0	0	0	0	0	0
CG9380	1822	1632	1761	1745	3141	1798	4	66	57	56	35	14
Kr	111	154	114	47	89	69	142	142	523	53	95	118
CG30429	0	0	0	0	0	0	0	0	0	0	0	0
CG33680	0	0	0	0	0	0	0	0	0	0	0	0
CG30428	152	162	165	117	225	145	136	98	141	143	148	157
lncRNA:CR40469	1	6	6	9	4	5	1	2	2	0	1	1
CG17636	681	987	701	745	1249	701	1	0	0	0	0	1
RhoGAP1A	1521	1463	1323	866	2458	1456	460	370	529	409	417	529
mir-4915	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45473	24	31	18	17	33	26	15	16	26	14	6	34
tyn	1862	1772	2239	757	1117	640	21	22	33	12	17	19
CG17707	15	26	15	2	12	20	0	0	0	0	0	2
lncRNA:CR43863	0	0	0	0	0	0	0	0	0	0	0	0
CG3038	137	177	180	185	310	223	60	49	75	64	58	99
G9a	425	457	486	275	696	486	287	236	400	293	310	282
CG42376	369	408	396	438	676	436	332	298	322	317	442	507
cin	720	718	655	687	1142	740	916	938	1028	894	1054	1271
CG13377	254	237	274	218	418	326	3	15	24	9	6	43
asRNA:CR43906	21	16	17	10	31	19	12	16	12	5	19	51
CG13376	0	0	0	0	0	0	0	0	0	0	0	0
ewg	221	247	218	148	368	233	120	148	198	188	215	183
CG3777	930	1066	604	550	1414	1028	11	25	14	6	27	8
mir-980	0	0	0	0	0	0	0	0	0	0	0	0
CG13375	28	67	35	24	69	50	0	0	3	4	0	0
CG12470	0	1	0	0	1	0	1	0	0	0	0	0
Or1a	0	0	1	1	1	0	0	0	0	0	0	0
CG32816	88	106	86	45	100	44	2	0	3	7	0	0
CG43181	0	0	0	0	0	0	0	0	0	0	0	0
CG43182	40	27	9	18	10	16	0	0	0	0	0	3
y	14	14	12	5	2	14	0	0	1	2	0	0
lncRNA:yar	0	0	0	0	0	0	0	0	0	0	0	0
ac	0	0	0	2	0	0	0	0	0	0	0	0
lncRNA:CR44751	0	0	0	0	0	0	0	0	0	0	0	2
lncRNA:CR44752	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44753	0	0	0	1	0	0	0	0	0	0	0	0
sc	1	1	1	0	1	0	0	0	0	0	0	0
l(1)sc	1	0	2	2	3	1	0	0	0	0	0	0
Pgcl	343	294	352	451	590	369	0	0	0	0	0	0
ase	15	49	24	25	49	28	2	0	0	0	0	0
Cyp4g1	1742	1004	1694	1438	2467	1576	1	1	1	3	0	1
ebo	507	537	510	385	881	559	361	320	400	410	455	502
CR18275	11	24	15	13	53	14	3	4	8	2	12	4
CG13373	62	49	49	76	100	73	44	60	51	51	91	58
CG32817	1	0	2	3	7	1	0	1	0	3	0	3
CR18166	17	11	15	20	23	17	2	1	5	4	12	5
CG3176	9	0	8	3	7	4	0	1	1	1	0	1
CG18273	480	479	435	383	810	625	796	846	700	621	668	633
CG3156	410	406	358	374	625	453	506	520	420	451	520	630
asRNA:CR45797	0	0	0	0	0	0	0	0	0	0	1	1
CG17896	12090	14051	13125	13203	20147	14441	14570	14935	14860	3391	3682	4025
CG17778	16	24	20	21	30	19	3	3	8	11	5	1
svr	1273	1418	1279	833	1797	1181	1361	1320	1653	1110	986	1172
asRNA:CR44891	3	4	5	6	3	0	0	2	0	0	0	1
asRNA:CR44892	22	10	13	19	20	19	23	23	41	39	14	13
elav	197	265	173	73	319	226	11	12	17	24	13	9
arg	722	1032	955	828	1173	728	3974	3727	3715	3251	3485	2911
lncRNA:enrr	0	0	0	0	0	0	0	0	0	0	0	0
CG4293	322	340	342	313	533	335	445	431	343	353	461	452
Appl	393	558	388	308	721	527	6	7	11	26	13	9
mir-4960	0	0	0	0	0	0	0	0	0	0	0	0
vnd	67	63	53	62	120	81	0	1	0	0	0	0
CG13366	590	633	586	390	865	541	163	176	286	218	164	208
lncRNA:CR45474	4	0	2	1	3	1	0	0	0	2	2	0
CR46417	0	0	0	0	0	0	0	0	0	0	0	0
CG13365	144	169	136	191	283	204	175	192	135	129	181	174
Vsp37A	243	272	243	248	431	297	206	221	250	233	268	338
CG13369	311	301	345	400	598	432	386	403	308	390	602	614
CG13364	1186	1167	1124	1206	2020	1285	1576	1622	1158	1166	1854	1817
lncRNA:CR45475	0	0	0	1	1	0	0	0	0	0	0	0
CG17829	150	133	109	151	228	168	175	176	139	92	171	169
RpL36	13588	13070	13997	18600	24795	17174	18315	17839	16593	15848	18823	18971
Mybbp1A	447	529	481	443	945	679	809	906	825	508	762	700
Dredd	357	324	300	323	556	340	222	171	205	328	387	393
mir-9372	0	0	0	0	0	0	0	0	0	0	0	0
su(sable)	412	358	397	294	707	412	292	347	350	448	341	444
CR44839	0	0	0	0	0	0	0	0	0	0	0	0
CG13367	98	89	88	133	174	105	48	55	61	87	94	114
Roc1a	1229	1306	1250	1462	2183	1469	1388	1333	1278	1435	1690	1710
Hmt4-20	487	512	451	327	841	562	294	233	295	260	257	266
SkpA	1669	1813	1829	1769	2934	1821	996	1021	1044	921	993	1272
CR46419	0	0	0	0	0	0	0	0	0	0	0	0
sdk	348	369	373	174	575	337	272	237	322	219	183	214
CG13362	1	2	0	2	3	1	0	1	0	0	0	0
CG5254	1098	956	1185	628	806	587	1174	1332	952	1358	1203	1875
CG13361	3	11	8	4	2	3	0	0	0	0	0	0
CG5273	520	477	546	533	754	523	82	66	73	142	112	94
lncRNA:CR44965	0	0	0	0	0	0	0	0	0	0	0	0
RpL22	6204	6576	6116	8831	12132	9216	9335	9879	7532	9861	10239	10939
lncRNA:CR42491	699	750	688	694	1134	1015	709	910	846	394	439	647
snoRNA:Psi18S-531	67	79	98	84	151	122	87	63	81	48	40	57
snoRNA:Psi28S-2179	29	15	21	11	43	21	8	0	9	6	0	3
lncRNA:CR44966	0	0	0	0	0	0	0	0	0	0	0	0
fz3	83	97	92	120	194	135	5	5	8	3	8	10
tw	553	638	649	418	672	437	3	3	3	6	0	5
CG13360	1235	783	1538	955	2514	1219	11755	13238	14658	6756	7227	8914
lncRNA:CR44469	1	0	0	0	0	1	3	0	2	0	0	2
CG16989	308	296	330	445	658	468	408	405	435	429	517	476
Rbf	823	909	857	814	1539	1019	771	852	706	725	1136	800
CG13359	0	0	0	0	0	0	0	0	0	0	0	0
CG13358	0	4	0	0	0	1	1	0	0	0	0	0
Sec22	1617	1701	1561	1362	2533	1485	1357	1576	1533	1368	1836	1860
CG43867	167	194	177	129	298	195	4	1	12	22	1	0
CG14635	0	0	0	0	0	0	0	0	0	0	0	0
CG3713	0	0	0	0	0	0	0	0	0	0	0	0
CG14634	0	0	0	0	0	0	0	0	0	0	0	0
CG11664	0	0	0	0	0	0	0	0	0	0	0	0
CG11663	0	0	0	0	0	0	0	0	0	0	0	0
Lztr1	201	236	199	140	399	246	143	103	138	134	112	140
MED22	108	115	121	167	213	116	91	112	102	155	123	171
CG3708	0	0	1	0	0	0	0	0	0	1	0	0
CG3706	7	1	2	4	7	5	0	0	0	4	2	0
CG32815	26	54	31	27	61	43	6	10	5	5	9	7
TRAM	3762	4086	4041	3831	6605	4125	5264	4966	4417	2901	3249	2826
CG3704	190	217	183	219	362	289	239	253	172	248	346	418
mus81	46	51	43	39	70	51	27	48	51	16	43	46
CG3703	15	17	11	5	44	20	3	2	1	1	0	0
CG3699	2305	2121	2696	2371	3701	2148	1517	823	763	126	747	377
CG3690	572	596	394	540	1053	674	0	5	0	0	1	1
lncRNA:CR45476	0	0	0	0	0	0	0	0	0	0	0	0
CG18823	0	0	1	0	1	0	0	0	0	0	0	0
TfIIA-S-2	6	1	4	5	15	0	0	0	13	3	5	1
CG14631	0	0	0	0	0	0	0	0	0	0	0	0
su(w[a])	1094	1084	953	773	1674	1116	588	624	639	587	557	548
CG11638	23	37	25	21	74	49	9	9	12	6	10	12
CG32814	0	2	1	2	1	0	0	4	6	20	0	0
CG3021	142	166	149	198	298	191	182	220	207	219	276	276
CDC45L	285	333	296	319	583	391	320	357	322	347	376	375
CG33082	50	49	36	46	76	62	90	69	81	76	72	90
CG14630	38	25	30	25	46	28	75	51	62	73	79	57
CG42259	47	52	31	30	71	43	15	11	30	23	8	24
lncRNA:CR44779	6	8	6	3	13	5	0	4	0	6	7	8
CG14629	2608	2650	2514	2811	4364	2617	11351	11691	10132	8150	9356	10013
CG3655	467	539	452	365	764	486	0	3	3	10	0	4
CG14628	1	0	1	5	4	1	0	0	4	0	0	0
eIF4E7	0	0	0	0	1	0	0	0	0	0	0	0
CR34320	0	0	0	0	0	0	0	0	0	0	0	0
CG11378	1722	1565	1538	1756	2614	1667	0	5	16	2	8	8
CG11384	85	79	78	98	136	72	0	0	0	0	0	0
CG11379	0	0	0	0	2	0	0	0	0	0	0	0
CG14627	0	0	1	0	0	0	0	0	0	0	0	0
CG14626	8	42	21	6	10	5	0	0	0	0	0	0
CG11380	76	126	43	27	82	30	0	0	0	0	0	0
CG14625	0	0	0	0	1	0	0	0	0	0	0	0
